OrderID,ProductID,Quantity
11553,P0028,5
11554,P0012,3
11555,P0072,1
11556,P0042,1
11557,P0001,3
11558,P0003,4
11559,P0038,5
11560,P0017,5
11561,P0026,4
11562,P0011,1
11563,P0086,4
11564,P0069,2
11565,P0018,5
11566,P0090,5
11567,P0005,1
11568,P0098,1
11569,P0089,5
11570,P0050,5
11571,P0067,4
11572,P0017,3
11573,P0008,2
11574,P0039,4
11575,P0068,5
11576,P0016,4
11577,P0089,4
11578,P0005,3
11579,P0073,1
11580,P0031,5
11581,P0008,2
11582,P0045,4
11583,P0039,5
11584,P0068,1
11585,P0037,4
11586,P0091,5
11587,P0058,2
11588,P0028,1
11589,P0067,3
11590,P0046,1
11591,P0057,4
11592,P0097,2
11593,P0063,4
11594,P0077,2
11595,P0058,1
11596,P0027,5
11597,P0076,4
11598,P0068,1
11599,P0096,3
11600,P0020,2
11601,P0035,5
11602,P0092,1
11603,P0043,2
11604,P0082,5
11605,P0088,1
11606,P0042,5
11607,P0031,2
11608,P0068,1
11609,P0014,1
11610,P0048,3
11611,P0011,4
11612,P0069,2
11613,P0021,4
11614,P0063,1
11615,P0019,4
11616,P0087,1
11617,P0025,2
11618,P0098,3
11619,P0066,4
11620,P0018,3
11621,P0056,5
11622,P0036,3
11623,P0017,4
11624,P0076,5
11625,P0046,5
11626,P0013,5
11627,P0065,5
11628,P0044,5
11629,P0024,2
11630,P0047,1
11631,P0047,2
11632,P0083,2
11633,P0060,4
11634,P0088,2
11635,P0054,5
11636,P0100,1
11637,P0068,3
11638,P0068,2
11639,P0085,2
11640,P0093,5
11641,P0011,2
11642,P0044,2
11643,P0044,2
11644,P0076,5
11645,P0006,4
11646,P0032,2
11647,P0007,3
11648,P0066,3
11649,P0016,1
11650,P0074,1
11651,P0055,3
11652,P0094,5
11653,P0094,2
11654,P0080,5
11655,P0043,3
11656,P0039,4
11657,P0034,3
11658,P0095,3
11659,P0065,2
11660,P0059,1
11661,P0050,5
11662,P0014,5
11663,P0087,4
11664,P0044,3
11665,P0002,3
11666,P0091,5
11667,P0098,3
11668,P0038,4
11669,P0066,5
11670,P0071,1
11671,P0037,1
11672,P0075,4
11673,P0095,5
11674,P0015,2
11675,P0092,3
11676,P0042,4
11677,P0095,2
11678,P0004,4
11679,P0066,4
11680,P0074,5
11681,P0018,5
11682,P0084,2
11683,P0033,4
11684,P0037,3
11685,P0053,3
11686,P0092,3
11687,P0038,1
11688,P0006,3
11689,P0031,3
11690,P0043,5
11691,P0004,2
11692,P0057,5
11693,P0053,4
11694,P0077,3
11695,P0047,1
11696,P0045,1
11697,P0046,4
11698,P0077,4
11699,P0090,1
11700,P0100,5
11701,P0027,5
11702,P0048,1
11703,P0043,2
11704,P0066,1
11705,P0066,4
11706,P0010,2
11707,P0008,1
11708,P0065,1
11709,P0097,2
11710,P0092,3
11711,P0018,5
11712,P0085,5
11713,P0020,1
11714,P0058,3
11715,P0057,2
11716,P0100,2
11717,P0043,2
11718,P0039,1
11719,P0058,3
11720,P0099,4
11721,P0058,5
11722,P0081,4
11723,P0064,3
11724,P0064,1
11725,P0035,1
11726,P0048,1
11727,P0074,1
11728,P0024,3
11729,P0048,4
11730,P0037,1
11731,P0091,1
11732,P0016,5
11733,P0017,2
11734,P0028,2
11735,P0066,3
11736,P0058,2
11737,P0019,1
11738,P0037,4
11739,P0095,2
11740,P0076,2
11741,P0032,4
11742,P0062,1
11743,P0077,5
11744,P0061,2
11745,P0079,1
11746,P0005,4
11747,P0003,3
11748,P0064,2
11749,P0008,4
11750,P0091,4
11751,P0037,2
11752,P0043,2
11753,P0047,1
11754,P0077,4
11755,P0037,1
11756,P0071,3
11757,P0040,1
11758,P0073,5
11759,P0089,2
11760,P0095,2
11761,P0054,1
11762,P0060,1
11763,P0034,1
11764,P0093,4
11765,P0014,1
11766,P0056,4
11767,P0055,1
11768,P0017,5
11769,P0026,5
11770,P0087,3
11771,P0073,3
11772,P0044,4
11773,P0054,3
11774,P0085,1
11775,P0063,3
11776,P0016,1
11777,P0020,5
11778,P0043,5
11779,P0047,3
11780,P0076,1
11781,P0029,5
11782,P0044,1
11783,P0004,5
11784,P0022,1
11785,P0100,1
11786,P0058,3
11787,P0056,4
11788,P0058,4
11789,P0034,2
11790,P0080,3
11791,P0094,2
11792,P0003,4
11793,P0049,2
11794,P0039,3
11795,P0016,5
11796,P0020,3
11797,P0100,1
11798,P0020,4
11799,P0063,4
11800,P0019,2
11801,P0087,3
11802,P0062,2
11803,P0051,3
11804,P0047,1
11805,P0026,2
11806,P0009,1
11807,P0037,2
11808,P0048,2
11809,P0015,5
11810,P0089,4
11811,P0081,4
11812,P0026,1
11813,P0036,1
11814,P0014,4
11815,P0064,4
11816,P0082,3
11817,P0007,4
11818,P0008,1
11819,P0044,2
11820,P0037,3
11821,P0047,5
11822,P0044,2
11823,P0072,2
11824,P0031,3
11825,P0038,4
11826,P0046,4
11827,P0046,4
11828,P0080,3
11829,P0044,1
11830,P0047,3
11831,P0056,5
11832,P0024,1
11833,P0016,3
11834,P0055,4
11835,P0072,1
11836,P0085,4
11837,P0028,3
11838,P0027,2
11839,P0048,2
11840,P0085,2
11841,P0062,4
11842,P0090,5
11843,P0098,5
11844,P0054,4
11845,P0054,3
11846,P0066,2
11847,P0007,4
11848,P0072,1
11849,P0079,3
11850,P0046,5
11851,P0098,4
11852,P0001,5
11853,P0039,5
11854,P0096,5
11855,P0075,5
11856,P0012,1
11857,P0004,4
11858,P0065,5
11859,P0054,2
11860,P0098,1
11861,P0092,4
11862,P0007,1
11863,P0038,3
11864,P0026,1
11865,P0011,1
11866,P0061,1
11867,P0012,3
11868,P0048,2
11869,P0043,3
11870,P0088,1
11871,P0061,2
11872,P0072,3
11873,P0042,5
11874,P0099,3
11875,P0021,3
11876,P0012,3
11877,P0081,4
11878,P0092,4
11879,P0075,2
11880,P0059,1
11881,P0075,2
11882,P0030,4
11883,P0029,1
11884,P0051,4
11885,P0072,3
11886,P0050,1
11887,P0006,5
11888,P0100,1
11889,P0079,4
11890,P0088,4
11891,P0032,5
11892,P0009,3
11893,P0086,3
11894,P0088,3
11895,P0054,1
11896,P0005,5
11897,P0068,3
11898,P0074,4
11899,P0067,1
11900,P0065,2
11901,P0070,3
11902,P0045,1
11903,P0083,1
11904,P0087,1
11905,P0004,4
11906,P0012,4
11907,P0005,1
11908,P0048,4
11909,P0048,1
11910,P0098,4
11911,P0071,1
11912,P0026,2
11913,P0077,1
11914,P0011,1
11915,P0012,1
11916,P0014,2
11917,P0048,4
11918,P0027,2
11919,P0023,5
11920,P0006,2
11921,P0021,1
11922,P0052,5
11923,P0037,1
11924,P0007,4
11925,P0005,2
11926,P0079,1
11927,P0091,2
11928,P0025,3
11929,P0088,4
11930,P0087,5
11931,P0094,4
11932,P0031,3
11933,P0091,4
11934,P0028,3
11935,P0074,1
11936,P0056,1
11937,P0032,1
11938,P0064,5
11939,P0076,1
11940,P0006,3
11941,P0024,3
11942,P0001,2
11943,P0086,4
11944,P0086,1
11945,P0031,4
11946,P0070,5
11947,P0072,2
11948,P0082,3
11949,P0058,1
11950,P0067,1
11951,P0022,4
11952,P0084,3
11953,P0009,2
11954,P0072,3
11955,P0069,2
11956,P0079,3
11957,P0028,1
11958,P0068,1
11959,P0039,3
11960,P0037,4
11961,P0058,3
11962,P0067,3
11963,P0013,4
11964,P0097,4
11965,P0097,2
11966,P0053,3
11967,P0099,5
11968,P0058,2
11969,P0056,2
11970,P0052,2
11971,P0032,1
11972,P0096,4
11973,P0035,3
11974,P0018,2
11975,P0095,1
11976,P0002,1
11977,P0070,4
11978,P0030,5
11979,P0039,3
11980,P0066,4
11981,P0090,1
11982,P0012,2
11983,P0024,5
11984,P0038,5
11985,P0024,3
11986,P0096,1
11987,P0099,3
11988,P0052,5
11989,P0056,2
11990,P0038,2
11991,P0062,3
11992,P0036,4
11993,P0020,4
11994,P0094,3
11995,P0053,2
11996,P0040,1
11997,P0036,4
11998,P0004,3
11999,P0033,4
12000,P0060,3
12001,P0083,3
12002,P0072,2
12003,P0025,2
12004,P0099,1
12005,P0088,4
12006,P0098,3
12007,P0022,5
12008,P0098,3
12009,P0064,1
12010,P0077,4
12011,P0056,1
12012,P0053,3
12013,P0031,3
12014,P0057,1
12015,P0077,1
12016,P0084,2
12017,P0042,4
12018,P0067,1
12019,P0012,2
12020,P0088,3
12021,P0089,4
12022,P0071,2
12023,P0061,1
12024,P0057,1
12025,P0039,4
12026,P0035,5
12027,P0079,5
12028,P0073,1
12029,P0022,4
12030,P0040,5
12031,P0050,4
12032,P0068,5
12033,P0058,3
12034,P0085,4
12035,P0012,4
12036,P0040,1
12037,P0033,1
12038,P0050,5
12039,P0079,5
12040,P0028,2
12041,P0073,1
12042,P0079,3
12043,P0091,1
12044,P0043,3
12045,P0032,3
12046,P0012,3
12047,P0042,4
12048,P0043,3
12049,P0056,4
12050,P0052,2
12051,P0040,2
12052,P0084,3
12053,P0019,2
12054,P0026,3
12055,P0079,5
12056,P0036,4
12057,P0002,2
12058,P0020,4
12059,P0081,5
12060,P0049,4
12061,P0075,1
12062,P0098,1
12063,P0002,4
12064,P0072,5
12065,P0073,3
12066,P0049,2
12067,P0035,3
12068,P0099,2
12069,P0076,1
12070,P0050,4
12071,P0050,3
12072,P0054,1
12073,P0086,3
12074,P0067,1
12075,P0009,5
12076,P0016,2
12077,P0085,4
12078,P0069,1
12079,P0024,1
12080,P0018,1
12081,P0074,5
12082,P0019,3
12083,P0032,5
12084,P0086,4
12085,P0099,5
12086,P0084,5
12087,P0081,4
12088,P0083,3
12089,P0018,1
12090,P0035,5
12091,P0050,3
12092,P0072,2
12093,P0063,5
12094,P0018,1
12095,P0024,3
12096,P0007,3
12097,P0029,1
12098,P0060,5
12099,P0027,3
12100,P0030,4
12101,P0063,5
12102,P0091,2
12103,P0072,5
12104,P0100,1
12105,P0035,5
12106,P0007,3
12107,P0050,4
12108,P0087,2
12109,P0092,4
12110,P0009,4
12111,P0027,5
12112,P0066,1
12113,P0053,4
12114,P0063,2
12115,P0039,5
12116,P0091,5
12117,P0067,2
12118,P0042,3
12119,P0064,1
12120,P0065,4
12121,P0032,1
12122,P0007,1
12123,P0034,5
12124,P0043,3
12125,P0042,3
12126,P0075,1
12127,P0050,4
12128,P0088,2
12129,P0042,4
12130,P0087,5
12131,P0100,5
12132,P0058,1
12133,P0085,5
12134,P0052,5
12135,P0084,1
12136,P0086,4
12137,P0048,5
12138,P0059,2
12139,P0065,1
12140,P0050,1
12141,P0072,2
12142,P0087,1
12143,P0001,4
12144,P0007,5
12145,P0046,3
12146,P0044,5
12147,P0009,2
12148,P0095,5
12149,P0017,2
12150,P0051,2
12151,P0082,2
12152,P0096,2
12153,P0062,1
12154,P0084,2
12155,P0055,3
12156,P0034,4
12157,P0082,4
12158,P0033,4
12159,P0078,2
12160,P0034,3
12161,P0028,1
12162,P0054,2
12163,P0029,5
12164,P0022,3
12165,P0060,4
12166,P0005,1
12167,P0048,4
12168,P0053,2
12169,P0014,4
12170,P0033,1
12171,P0056,3
12172,P0046,1
12173,P0025,2
12174,P0033,3
12175,P0033,2
12176,P0023,4
12177,P0006,4
12178,P0008,2
12179,P0038,2
12180,P0020,2
12181,P0012,3
12182,P0088,4
12183,P0066,2
12184,P0056,4
12185,P0057,3
12186,P0033,2
12187,P0059,1
12188,P0092,3
12189,P0013,2
12190,P0048,1
12191,P0018,5
12192,P0007,3
12193,P0032,2
12194,P0042,1
12195,P0011,4
12196,P0081,5
12197,P0074,2
12198,P0012,4
12199,P0074,3
12200,P0068,1
12201,P0045,3
12202,P0086,5
12203,P0085,4
12204,P0003,1
12205,P0044,5
12206,P0053,5
12207,P0048,3
12208,P0081,2
12209,P0013,3
12210,P0031,1
12211,P0029,3
12212,P0041,5
12213,P0071,2
12214,P0041,3
12215,P0007,2
12216,P0070,1
12217,P0012,5
12218,P0081,3
12219,P0034,3
12220,P0025,5
12221,P0024,4
12222,P0024,4
12223,P0091,5
12224,P0073,5
12225,P0065,2
12226,P0061,4
12227,P0055,3
12228,P0053,2
12229,P0091,4
12230,P0027,2
12231,P0024,4
12232,P0063,5
12233,P0086,3
12234,P0076,4
12235,P0089,2
12236,P0092,2
12237,P0007,5
12238,P0100,1
12239,P0036,4
12240,P0017,1
12241,P0027,2
12242,P0027,5
12243,P0071,2
12244,P0013,1
12245,P0001,2
12246,P0052,3
12247,P0006,1
12248,P0096,1
12249,P0065,1
12250,P0079,2
12251,P0010,2
12252,P0095,1
12253,P0063,1
12254,P0006,1
12255,P0005,4
12256,P0047,3
12257,P0020,2
12258,P0017,3
12259,P0078,1
12260,P0011,2
12261,P0068,3
12262,P0035,4
12263,P0045,5
12264,P0059,3
12265,P0084,5
12266,P0100,3
12267,P0038,1
12268,P0075,2
12269,P0099,2
12270,P0053,2
12271,P0047,2
12272,P0080,2
12273,P0077,2
12274,P0003,2
12275,P0043,1
12276,P0017,5
12277,P0061,4
12278,P0003,2
12279,P0091,5
12280,P0024,3
12281,P0045,4
12282,P0079,1
12283,P0080,5
12284,P0055,3
12285,P0013,2
12286,P0015,5
12287,P0038,1
12288,P0028,2
12289,P0041,4
12290,P0065,1
12291,P0025,5
12292,P0006,3
12293,P0040,5
12294,P0001,4
12295,P0081,5
12296,P0062,2
12297,P0062,4
12298,P0094,5
12299,P0095,2
12300,P0093,1
12301,P0047,2
12302,P0016,1
12303,P0029,4
12304,P0006,5
12305,P0055,2
12306,P0010,2
12307,P0002,4
12308,P0077,1
12309,P0097,5
12310,P0020,1
12311,P0018,5
12312,P0014,5
12313,P0052,2
12314,P0071,4
12315,P0076,1
12316,P0059,3
12317,P0037,1
12318,P0044,5
12319,P0026,2
12320,P0059,1
12321,P0015,4
12322,P0037,5
12323,P0058,3
12324,P0031,3
12325,P0020,5
12326,P0006,5
12327,P0037,5
12328,P0032,2
12329,P0011,5
12330,P0079,1
12331,P0017,2
12332,P0057,4
12333,P0037,3
12334,P0032,4
12335,P0012,2
12336,P0023,5
12337,P0053,1
12338,P0055,1
12339,P0053,2
12340,P0045,2
12341,P0051,4
12342,P0006,1
12343,P0023,3
12344,P0029,5
12345,P0026,3
12346,P0052,4
12347,P0012,2
12348,P0053,3
12349,P0046,3
12350,P0044,3
12351,P0066,3
12352,P0003,1
12353,P0054,4
12354,P0098,4
12355,P0019,1
12356,P0033,1
12357,P0059,3
12358,P0042,2
12359,P0043,3
12360,P0044,3
12361,P0020,5
12362,P0054,5
12363,P0059,2
12364,P0018,2
12365,P0007,3
12366,P0087,5
12367,P0031,1
12368,P0052,1
12369,P0081,5
12370,P0061,1
12371,P0096,5
12372,P0008,2
12373,P0019,5
12374,P0059,2
12375,P0093,5
12376,P0041,3
12377,P0015,1
12378,P0001,2
12379,P0001,5
12380,P0046,3
12381,P0096,4
12382,P0088,4
12383,P0056,5
12384,P0071,5
12385,P0063,2
12386,P0006,3
12387,P0055,5
12388,P0075,4
12389,P0001,3
12390,P0041,2
12391,P0060,4
12392,P0010,1
12393,P0099,3
12394,P0010,4
12395,P0023,3
12396,P0011,1
12397,P0090,3
12398,P0067,2
12399,P0012,2
12400,P0050,1
12401,P0059,4
12402,P0089,1
12403,P0077,4
12404,P0026,4
12405,P0024,4
12406,P0031,4
12407,P0047,1
12408,P0025,4
12409,P0074,2
12410,P0030,2
12411,P0098,1
12412,P0090,1
12413,P0030,5
12414,P0003,1
12415,P0081,4
12416,P0048,1
12417,P0035,1
12418,P0068,5
12419,P0037,3
12420,P0094,3
12421,P0075,2
12422,P0090,1
12423,P0041,5
12424,P0011,2
12425,P0054,4
12426,P0043,2
12427,P0061,1
12428,P0008,2
12429,P0057,3
12430,P0075,1
12431,P0038,2
12432,P0025,4
12433,P0019,4
12434,P0014,5
12435,P0091,1
12436,P0068,4
12437,P0030,1
12438,P0005,2
12439,P0019,4
12440,P0035,5
12441,P0023,2
12442,P0051,1
12443,P0088,4
12444,P0034,1
12445,P0053,5
12446,P0096,5
12447,P0068,2
12448,P0043,1
12449,P0081,1
12450,P0088,3
12451,P0043,3
12452,P0095,5
12453,P0015,2
12454,P0074,1
12455,P0004,4
12456,P0019,2
12457,P0093,1
12458,P0005,4
12459,P0039,2
12460,P0009,3
12461,P0100,4
12462,P0084,3
12463,P0009,2
12464,P0042,3
12465,P0091,4
12466,P0040,5
12467,P0070,3
12468,P0065,4
12469,P0005,2
12470,P0100,2
12471,P0041,3
12472,P0013,3
12473,P0007,1
12474,P0078,4
12475,P0029,3
12476,P0025,2
12477,P0037,5
12478,P0051,5
12479,P0100,1
12480,P0047,3
12481,P0093,2
12482,P0032,4
12483,P0029,4
12484,P0054,5
12485,P0026,1
12486,P0098,2
12487,P0031,1
12488,P0001,4
12489,P0041,2
12490,P0062,1
12491,P0091,5
12492,P0099,3
12493,P0048,4
12494,P0090,5
12495,P0039,5
12496,P0025,1
12497,P0060,2
12498,P0090,3
12499,P0007,3
12500,P0001,1
12501,P0074,5
12502,P0070,1
12503,P0037,5
12504,P0016,5
12505,P0052,4
12506,P0099,5
12507,P0034,3
12508,P0030,3
12509,P0058,3
12510,P0058,4
12511,P0005,3
12512,P0082,4
12513,P0083,5
12514,P0019,1
12515,P0013,4
12516,P0060,3
12517,P0002,3
12518,P0096,2
12519,P0035,1
12520,P0057,3
12521,P0008,3
12522,P0015,1
12523,P0024,3
12524,P0044,1
12525,P0091,3
12526,P0090,3
12527,P0080,4
12528,P0022,4
12529,P0071,3
12530,P0088,1
12531,P0029,5
12532,P0028,2
12533,P0081,1
12534,P0073,1
12535,P0096,4
12536,P0061,4
12537,P0012,3
12538,P0058,5
12539,P0083,5
12540,P0070,2
12541,P0048,1
12542,P0049,1
12543,P0068,1
12544,P0014,2
12545,P0059,3
12546,P0049,1
12547,P0078,3
12548,P0057,1
12549,P0048,3
12550,P0005,5
12551,P0046,1
12552,P0078,4
12553,P0013,4
12554,P0064,1
12555,P0095,5
12556,P0031,1
12557,P0089,3
12558,P0100,3
12559,P0073,4
12560,P0031,3
12561,P0004,3
12562,P0098,5
12563,P0090,3
12564,P0009,1
12565,P0008,1
12566,P0088,1
12567,P0045,1
12568,P0093,3
12569,P0047,1
12570,P0076,1
12571,P0011,3
12572,P0100,4
12573,P0049,3
12574,P0078,3
12575,P0099,3
12576,P0071,5
12577,P0025,4
12578,P0032,4
12579,P0092,5
12580,P0084,2
12581,P0010,3
12582,P0063,5
12583,P0076,4
12584,P0028,3
12585,P0049,2
12586,P0037,3
12587,P0083,4
12588,P0064,1
12589,P0004,3
12590,P0067,5
12591,P0078,5
12592,P0092,5
12593,P0033,2
12594,P0093,3
12595,P0039,4
12596,P0006,4
12597,P0050,2
12598,P0045,3
12599,P0091,4
12600,P0092,4
12601,P0081,1
12602,P0038,1
12603,P0046,2
12604,P0020,5
12605,P0095,1
12606,P0043,4
12607,P0074,5
12608,P0026,3
12609,P0048,1
12610,P0060,1
12611,P0003,5
12612,P0085,1
12613,P0064,2
12614,P0049,1
12615,P0048,4
12616,P0001,3
12617,P0074,2
12618,P0034,3
12619,P0051,1
12620,P0024,5
12621,P0002,1
12622,P0061,3
12623,P0069,5
12624,P0083,3
12625,P0042,5
12626,P0055,1
12627,P0019,3
12628,P0084,2
12629,P0093,1
12630,P0024,3
12631,P0058,1
12632,P0015,4
12633,P0075,1
12634,P0085,4
12635,P0021,3
12636,P0053,1
12637,P0004,4
12638,P0098,3
12639,P0017,4
12640,P0081,4
12641,P0085,4
12642,P0050,2
12643,P0095,1
12644,P0009,1
12645,P0016,2
12646,P0072,2
12647,P0056,2
12648,P0066,1
12649,P0003,5
12650,P0095,4
12651,P0016,4
12652,P0004,4
12653,P0078,1
12654,P0029,2
12655,P0056,3
12656,P0001,3
12657,P0076,4
12658,P0084,1
12659,P0009,4
12660,P0076,5
12661,P0036,3
12662,P0074,3
12663,P0001,3
12664,P0072,4
12665,P0009,5
12666,P0084,4
12667,P0060,3
12668,P0007,3
12669,P0007,5
12670,P0026,5
12671,P0018,2
12672,P0064,3
12673,P0089,3
12674,P0052,1
12675,P0086,5
12676,P0022,2
12677,P0068,2
12678,P0004,5
12679,P0045,1
12680,P0086,1
12681,P0086,2
12682,P0089,4
12683,P0068,2
12684,P0060,3
12685,P0060,3
12686,P0063,4
12687,P0064,5
12688,P0007,2
12689,P0011,5
12690,P0036,4
12691,P0086,3
12692,P0076,5
12693,P0060,1
12694,P0018,3
12695,P0090,3
12696,P0050,5
12697,P0065,5
12698,P0017,3
12699,P0013,1
12700,P0014,1
12701,P0073,5
12702,P0043,3
12703,P0055,4
12704,P0083,3
12705,P0084,5
12706,P0099,3
12707,P0095,4
12708,P0077,2
12709,P0052,5
12710,P0040,2
12711,P0056,3
12712,P0004,5
12713,P0063,5
12714,P0058,4
12715,P0026,5
12716,P0082,1
12717,P0041,4
12718,P0077,2
12719,P0047,4
12720,P0050,4
12721,P0090,4
12722,P0073,4
12723,P0088,3
12724,P0015,5
12725,P0076,4
12726,P0022,2
12727,P0020,4
12728,P0005,5
12729,P0046,1
12730,P0016,3
12731,P0027,2
12732,P0048,3
12733,P0052,2
12734,P0031,3
12735,P0094,1
12736,P0073,5
12737,P0095,1
12738,P0085,5
12739,P0059,4
12740,P0037,1
12741,P0094,4
12742,P0068,2
12743,P0086,5
12744,P0079,5
12745,P0023,4
12746,P0046,3
12747,P0006,4
12748,P0007,4
12749,P0064,4
12750,P0046,4
12751,P0014,4
12752,P0055,4
12753,P0060,1
12754,P0096,5
12755,P0035,1
12756,P0093,5
12757,P0068,1
12758,P0054,5
12759,P0082,2
12760,P0061,3
12761,P0025,2
12762,P0047,4
12763,P0070,3
12764,P0016,2
12765,P0071,3
12766,P0017,5
12767,P0094,5
12768,P0015,2
12769,P0063,1
12770,P0094,4
12771,P0064,4
12772,P0034,5
12773,P0066,4
12774,P0058,1
12775,P0037,5
12776,P0064,3
12777,P0058,4
12778,P0078,4
12779,P0031,3
12780,P0048,5
12781,P0079,1
12782,P0080,1
12783,P0086,3
12784,P0087,4
12785,P0043,2
12786,P0084,5
12787,P0071,4
12788,P0040,4
12789,P0028,1
12790,P0069,3
12791,P0031,3
12792,P0048,4
12793,P0050,4
12794,P0078,4
12795,P0075,1
12796,P0076,3
12797,P0061,1
12798,P0097,3
12799,P0016,4
12800,P0023,4
12801,P0045,1
12802,P0019,2
12803,P0099,3
12804,P0005,1
12805,P0011,1
12806,P0079,3
12807,P0026,3
12808,P0008,3
12809,P0090,3
12810,P0049,5
12811,P0033,3
12812,P0055,1
12813,P0082,5
12814,P0074,5
12815,P0016,5
12816,P0020,3
12817,P0049,4
12818,P0063,3
12819,P0015,2
12820,P0074,3
12821,P0012,4
12822,P0073,2
12823,P0054,4
12824,P0075,3
12825,P0074,3
12826,P0025,5
12827,P0027,3
12828,P0048,3
12829,P0031,3
12830,P0087,3
12831,P0005,4
12832,P0028,4
12833,P0081,4
12834,P0010,2
12835,P0032,2
12836,P0098,3
12837,P0072,3
12838,P0062,2
12839,P0072,1
12840,P0028,3
12841,P0006,1
12842,P0042,5
12843,P0083,3
12844,P0051,2
12845,P0068,1
12846,P0017,4
12847,P0066,2
12848,P0095,4
12849,P0093,4
12850,P0062,2
12851,P0048,5
12852,P0030,2
12853,P0031,4
12854,P0043,4
12855,P0043,5
12856,P0023,3
12857,P0055,5
12858,P0089,5
12859,P0022,4
12860,P0007,1
12861,P0018,5
12862,P0077,5
12863,P0087,3
12864,P0036,2
12865,P0100,4
12866,P0071,4
12867,P0063,1
12868,P0033,2
12869,P0062,4
12870,P0065,4
12871,P0016,5
12872,P0015,5
12873,P0024,1
12874,P0072,2
12875,P0021,4
12876,P0052,4
12877,P0076,3
12878,P0086,3
12879,P0076,5
12880,P0026,2
12881,P0038,5
12882,P0096,3
12883,P0048,2
12884,P0016,3
12885,P0058,1
12886,P0030,1
12887,P0074,4
12888,P0022,5
12889,P0017,4
12890,P0018,1
12891,P0075,4
12892,P0029,3
12893,P0011,2
12894,P0057,4
12895,P0083,4
12896,P0059,4
12897,P0066,5
12898,P0056,3
12899,P0043,2
12900,P0002,3
12901,P0032,4
12902,P0073,1
12903,P0084,4
12904,P0036,3
12905,P0088,5
12906,P0093,1
12907,P0057,5
12908,P0048,1
12909,P0098,4
12910,P0083,2
12911,P0083,4
12912,P0008,5
12913,P0041,3
12914,P0042,1
12915,P0062,4
12916,P0089,2
12917,P0085,3
12918,P0064,5
12919,P0093,2
12920,P0062,3
12921,P0100,1
12922,P0073,1
12923,P0011,4
12924,P0059,5
12925,P0039,1
12926,P0027,3
12927,P0010,4
12928,P0017,5
12929,P0086,4
12930,P0039,5
12931,P0028,1
12932,P0039,4
12933,P0083,5
12934,P0041,5
12935,P0027,2
12936,P0045,2
12937,P0032,1
12938,P0065,4
12939,P0090,1
12940,P0010,1
12941,P0009,5
12942,P0089,1
12943,P0043,2
12944,P0064,2
12945,P0046,3
12946,P0005,5
12947,P0076,1
12948,P0019,2
12949,P0059,2
12950,P0021,4
12951,P0007,3
12952,P0080,2
12953,P0035,2
12954,P0066,4
12955,P0005,5
12956,P0094,2
12957,P0025,3
12958,P0049,5
12959,P0076,3
12960,P0090,1
12961,P0048,5
12962,P0058,1
12963,P0083,1
12964,P0046,4
12965,P0054,5
12966,P0024,3
12967,P0079,5
12968,P0033,5
12969,P0026,1
12970,P0026,1
12971,P0074,2
12972,P0013,5
12973,P0053,3
12974,P0069,4
12975,P0049,3
12976,P0059,1
12977,P0001,2
12978,P0067,1
12979,P0069,1
12980,P0041,5
12981,P0042,2
12982,P0003,5
12983,P0052,4
12984,P0074,5
12985,P0098,1
12986,P0035,3
12987,P0030,4
12988,P0100,3
12989,P0075,5
12990,P0083,3
12991,P0035,1
12992,P0035,1
12993,P0014,2
12994,P0008,1
12995,P0092,2
12996,P0009,2
12997,P0003,5
12998,P0039,1
12999,P0019,3
13000,P0063,5
13001,P0100,4
13002,P0096,4
13003,P0076,4
13004,P0061,5
13005,P0034,3
13006,P0080,2
13007,P0025,2
13008,P0045,5
13009,P0036,3
13010,P0075,2
13011,P0020,5
13012,P0015,2
13013,P0001,4
13014,P0014,3
13015,P0068,3
13016,P0010,2
13017,P0065,5
13018,P0070,5
13019,P0082,3
13020,P0079,4
13021,P0054,2
13022,P0079,4
13023,P0080,4
13024,P0083,2
13025,P0015,3
13026,P0028,5
13027,P0020,3
13028,P0098,1
13029,P0081,2
13030,P0076,1
13031,P0032,2
13032,P0048,4
13033,P0058,4
13034,P0042,2
13035,P0027,1
13036,P0068,4
13037,P0040,5
13038,P0065,2
13039,P0082,1
13040,P0010,4
13041,P0013,2
13042,P0012,3
13043,P0042,1
13044,P0092,3
13045,P0064,3
13046,P0005,2
13047,P0025,2
13048,P0039,4
13049,P0059,4
13050,P0048,5
13051,P0051,5
13052,P0007,2
13053,P0083,3
13054,P0012,3
13055,P0053,5
13056,P0037,2
13057,P0088,4
13058,P0021,2
13059,P0050,4
13060,P0024,5
13061,P0039,4
13062,P0043,4
13063,P0042,5
13064,P0037,2
13065,P0054,5
13066,P0021,5
13067,P0001,5
13068,P0023,3
13069,P0016,5
13070,P0030,1
13071,P0044,2
13072,P0091,5
13073,P0033,4
13074,P0050,4
13075,P0080,2
13076,P0091,5
13077,P0090,4
13078,P0022,4
13079,P0019,3
13080,P0085,4
13081,P0032,5
13082,P0073,4
13083,P0037,5
13084,P0001,1
13085,P0063,1
13086,P0011,3
13087,P0097,1
13088,P0057,4
13089,P0032,4
13090,P0086,2
13091,P0038,5
13092,P0030,4
13093,P0036,5
13094,P0050,4
13095,P0050,3
13096,P0008,2
13097,P0080,3
13098,P0044,1
13099,P0034,3
13100,P0061,4
13101,P0088,2
13102,P0007,1
13103,P0093,5
13104,P0085,1
13105,P0007,2
