OrderID,CustomerID,OrderDate,PaymentMethod,Device
11509,C0163,2024-04-07,PayPal,Desktop
11510,C0246,2024-03-30,Credit Card,Tablet
11511,C0179,2024-06-10,Credit Card,Mobile
11512,C0287,2024-02-24,Debit Card,Tablet
11513,C0479,2024-05-29,Credit Card,Desktop
11514,C0479,2024-05-10,Credit Card,Tablet
11515,C0408,2024-03-13,Net Banking,Desktop
11516,C0370,2024-01-12,Debit Card,Mobile
11517,C0141,2024-02-11,Credit Card,Mobile
11518,C0148,2024-05-16,Credit Card,Tablet
11519,C0063,2024-05-24,Debit Card,Tablet
11520,C0294,2024-01-18,Debit Card,Mobile
11521,C0347,2024-03-17,PayPal,Tablet
11522,C0279,2024-01-23,Net Banking,Desktop
11523,C0195,2024-04-11,Net Banking,Mobile
11524,C0459,2024-06-27,PayPal,Desktop
11525,C0203,2024-02-01,PayPal,Tablet
11526,C0420,2024-02-05,Net Banking,Desktop
11527,C0177,2024-05-22,PayPal,Mobile
11528,C0489,2024-03-12,Credit Card,Mobile
11529,C0396,2024-04-20,Net Banking,Mobile
11530,C0412,2024-02-23,Debit Card,Tablet
11531,C0075,2024-06-05,PayPal,Tablet
11532,C0149,2024-05-09,PayPal,Mobile
11533,C0022,2024-03-22,Credit Card,Tablet
11534,C0148,2024-06-23,PayPal,Tablet
11535,C0490,2024-03-28,Net Banking,Desktop
11536,C0366,2024-06-11,Debit Card,Desktop
11537,C0041,2024-03-07,PayPal,Mobile
11538,C0178,2024-04-25,Debit Card,Tablet
11539,C0474,2024-03-10,Net Banking,Tablet
11540,C0227,2024-03-03,Debit Card,Mobile
11541,C0336,2024-06-18,PayPal,Desktop
11542,C0132,2024-03-23,Credit Card,Mobile
11543,C0383,2024-03-28,PayPal,Desktop
11544,C0246,2024-02-23,Net Banking,Mobile
11545,C0110,2024-04-27,PayPal,Tablet
11546,C0104,2024-06-02,Debit Card,Tablet
11547,C0424,2024-03-25,Net Banking,Mobile
11548,C0276,2024-01-05,PayPal,Tablet
11549,C0139,2024-06-26,Credit Card,Desktop
11550,C0478,2024-02-04,Debit Card,Tablet
11551,C0288,2024-06-14,Debit Card,Mobile
11552,C0357,2024-01-01,Credit Card,Desktop
11553,C0140,2024-06-04,Net Banking,Desktop
11554,C0071,2024-05-01,Credit Card,Mobile
11555,C0056,2024-01-02,Net Banking,Desktop
11556,C0316,2024-01-03,Debit Card,Mobile
11557,C0380,2024-06-21,Net Banking,Mobile
11558,C0301,2024-02-14,PayPal,Tablet
11559,C0123,2024-04-15,Debit Card,Mobile
11560,C0125,2024-05-22,Debit Card,Desktop
11561,C0026,2024-06-27,Debit Card,Mobile
11562,C0343,2024-06-29,Credit Card,Tablet
11563,C0464,2024-05-05,PayPal,Tablet
11564,C0272,2024-04-10,Net Banking,Mobile
11565,C0116,2024-05-17,PayPal,Tablet
11566,C0327,2024-01-21,Debit Card,Mobile
11567,C0120,2024-06-15,Debit Card,Tablet
11568,C0027,2024-06-15,PayPal,Tablet
11569,C0052,2024-01-20,Debit Card,Desktop
11570,C0212,2024-05-17,PayPal,Mobile
11571,C0170,2024-01-08,Credit Card,Tablet
11572,C0368,2024-06-20,Credit Card,Mobile
11573,C0242,2024-04-23,Net Banking,Mobile
11574,C0052,2024-06-21,Net Banking,Mobile
11575,C0349,2024-02-01,Debit Card,Tablet
11576,C0395,2024-03-31,Net Banking,Tablet
11577,C0071,2024-04-06,Debit Card,Mobile
11578,C0003,2024-06-02,Debit Card,Desktop
11579,C0494,2024-04-01,Credit Card,Tablet
11580,C0282,2024-04-09,PayPal,Mobile
11581,C0476,2024-02-15,Credit Card,Desktop
11582,C0081,2024-06-27,Debit Card,Desktop
11583,C0209,2024-01-03,PayPal,Mobile
11584,C0335,2024-02-01,PayPal,Tablet
11585,C0479,2024-04-28,Debit Card,Desktop
11586,C0451,2024-04-04,Debit Card,Desktop
11587,C0450,2024-02-19,PayPal,Desktop
11588,C0244,2024-04-23,Net Banking,Mobile
11589,C0245,2024-01-03,Credit Card,Mobile
11590,C0334,2024-02-26,Debit Card,Desktop
11591,C0103,2024-01-06,Credit Card,Mobile
11592,C0388,2024-03-12,Debit Card,Tablet
11593,C0494,2024-06-23,Credit Card,Tablet
11594,C0148,2024-04-01,Debit Card,Tablet
11595,C0165,2024-02-19,PayPal,Desktop
11596,C0147,2024-01-24,PayPal,Desktop
11597,C0331,2024-06-06,PayPal,Mobile
11598,C0031,2024-06-09,PayPal,Desktop
11599,C0465,2024-03-18,Debit Card,Tablet
11600,C0394,2024-02-26,PayPal,Desktop
11601,C0046,2024-02-29,Debit Card,Desktop
11602,C0334,2024-05-06,Debit Card,Tablet
11603,C0294,2024-04-02,Credit Card,Tablet
11604,C0119,2024-01-10,Net Banking,Tablet
11605,C0274,2024-03-12,PayPal,Tablet
11606,C0379,2024-05-06,PayPal,Mobile
11607,C0371,2024-06-29,Credit Card,Desktop
11608,C0436,2024-06-29,Credit Card,Mobile
11609,C0480,2024-06-04,Credit Card,Mobile
11610,C0020,2024-02-23,Net Banking,Desktop
11611,C0468,2024-01-02,Net Banking,Desktop
11612,C0472,2024-02-20,Credit Card,Desktop
11613,C0090,2024-06-12,Credit Card,Mobile
11614,C0214,2024-04-11,PayPal,Mobile
11615,C0452,2024-01-29,PayPal,Mobile
11616,C0429,2024-03-12,Credit Card,Mobile
11617,C0091,2024-05-25,PayPal,Mobile
11618,C0479,2024-05-08,Net Banking,Tablet
11619,C0471,2024-05-06,PayPal,Desktop
11620,C0019,2024-02-13,PayPal,Tablet
11621,C0429,2024-05-21,Net Banking,Tablet
11622,C0204,2024-02-19,Debit Card,Mobile
11623,C0404,2024-06-17,PayPal,Tablet
11624,C0254,2024-05-24,Credit Card,Desktop
11625,C0096,2024-06-21,Net Banking,Tablet
11626,C0480,2024-06-23,Credit Card,Tablet
11627,C0384,2024-06-03,Credit Card,Mobile
11628,C0493,2024-05-24,Credit Card,Mobile
11629,C0447,2024-02-14,Net Banking,Tablet
11630,C0475,2024-01-17,Debit Card,Desktop
11631,C0149,2024-05-30,Net Banking,Tablet
11632,C0449,2024-02-02,Credit Card,Desktop
11633,C0020,2024-01-17,Net Banking,Mobile
11634,C0005,2024-02-02,Net Banking,Mobile
11635,C0153,2024-03-07,Credit Card,Tablet
11636,C0291,2024-05-25,Credit Card,Desktop
11637,C0309,2024-02-28,PayPal,Tablet
11638,C0055,2024-05-13,PayPal,Desktop
11639,C0476,2024-03-11,Credit Card,Desktop
11640,C0172,2024-02-19,Credit Card,Desktop
11641,C0146,2024-06-22,Credit Card,Mobile
11642,C0233,2024-01-06,Debit Card,Mobile
11643,C0329,2024-06-26,Net Banking,Tablet
11644,C0279,2024-06-22,Credit Card,Mobile
11645,C0269,2024-05-16,PayPal,Desktop
11646,C0253,2024-06-06,Credit Card,Mobile
11647,C0456,2024-03-05,PayPal,Tablet
11648,C0481,2024-06-23,Net Banking,Tablet
11649,C0069,2024-05-23,Debit Card,Mobile
11650,C0436,2024-04-26,Net Banking,Desktop
11651,C0259,2024-01-01,Net Banking,Desktop
11652,C0240,2024-04-19,Debit Card,Tablet
11653,C0140,2024-06-13,Debit Card,Tablet
11654,C0099,2024-06-21,Credit Card,Desktop
11655,C0415,2024-06-15,Net Banking,Tablet
11656,C0058,2024-01-14,Credit Card,Desktop
11657,C0170,2024-03-23,PayPal,Desktop
11658,C0084,2024-04-20,Net Banking,Tablet
11659,C0375,2024-04-14,Debit Card,Mobile
11660,C0235,2024-03-11,Debit Card,Tablet
11661,C0332,2024-02-01,PayPal,Tablet
11662,C0132,2024-06-23,Credit Card,Tablet
11663,C0368,2024-05-12,Credit Card,Mobile
11664,C0096,2024-04-29,Debit Card,Mobile
11665,C0008,2024-05-06,Credit Card,Desktop
11666,C0378,2024-04-02,Credit Card,Tablet
11667,C0173,2024-05-12,Debit Card,Tablet
11668,C0405,2024-01-12,Credit Card,Mobile
11669,C0152,2024-02-27,Debit Card,Mobile
11670,C0291,2024-01-13,PayPal,Mobile
11671,C0346,2024-03-12,PayPal,Mobile
11672,C0388,2024-04-17,Net Banking,Tablet
11673,C0099,2024-05-16,Net Banking,Tablet
11674,C0090,2024-04-24,Debit Card,Mobile
11675,C0313,2024-03-21,Credit Card,Desktop
11676,C0439,2024-01-02,PayPal,Mobile
11677,C0328,2024-04-10,Net Banking,Mobile
11678,C0460,2024-02-19,PayPal,Mobile
11679,C0208,2024-03-26,PayPal,Desktop
11680,C0424,2024-01-21,PayPal,Mobile
11681,C0219,2024-05-26,PayPal,Mobile
11682,C0264,2024-01-07,PayPal,Mobile
11683,C0168,2024-02-27,Credit Card,Desktop
11684,C0045,2024-06-25,PayPal,Desktop
11685,C0206,2024-04-18,Net Banking,Mobile
11686,C0343,2024-01-20,Debit Card,Mobile
11687,C0049,2024-03-04,Debit Card,Tablet
11688,C0095,2024-02-20,Debit Card,Desktop
11689,C0072,2024-02-12,Net Banking,Mobile
11690,C0245,2024-03-25,Credit Card,Mobile
11691,C0166,2024-03-20,Credit Card,Mobile
11692,C0480,2024-01-17,Debit Card,Mobile
11693,C0128,2024-06-09,Credit Card,Mobile
11694,C0004,2024-06-09,Debit Card,Tablet
11695,C0134,2024-01-25,PayPal,Tablet
11696,C0197,2024-01-08,Net Banking,Tablet
11697,C0121,2024-05-02,Credit Card,Mobile
11698,C0229,2024-04-20,Debit Card,Desktop
11699,C0386,2024-01-07,Credit Card,Mobile
11700,C0137,2024-05-31,Debit Card,Mobile
11701,C0489,2024-06-09,PayPal,Mobile
11702,C0169,2024-03-26,Net Banking,Tablet
11703,C0155,2024-03-05,Net Banking,Tablet
11704,C0299,2024-03-04,Net Banking,Mobile
11705,C0371,2024-01-28,Net Banking,Tablet
11706,C0294,2024-05-01,Credit Card,Tablet
11707,C0006,2024-03-02,Credit Card,Mobile
11708,C0134,2024-03-28,Credit Card,Tablet
11709,C0335,2024-01-14,PayPal,Desktop
11710,C0185,2024-03-26,Net Banking,Tablet
11711,C0355,2024-05-13,Credit Card,Mobile
11712,C0121,2024-03-01,Credit Card,Tablet
11713,C0032,2024-01-19,PayPal,Tablet
11714,C0342,2024-06-02,Credit Card,Desktop
11715,C0061,2024-06-07,PayPal,Mobile
11716,C0239,2024-04-22,Debit Card,Desktop
11717,C0158,2024-01-25,Net Banking,Mobile
11718,C0082,2024-06-09,Net Banking,Mobile
11719,C0208,2024-04-24,Credit Card,Tablet
11720,C0352,2024-05-28,Credit Card,Tablet
11721,C0258,2024-02-01,Net Banking,Tablet
11722,C0473,2024-01-22,PayPal,Tablet
11723,C0459,2024-01-16,Net Banking,Tablet
11724,C0455,2024-01-09,Credit Card,Mobile
11725,C0361,2024-04-06,Debit Card,Tablet
11726,C0395,2024-03-21,PayPal,Tablet
11727,C0160,2024-06-26,Credit Card,Desktop
11728,C0354,2024-01-17,PayPal,Mobile
11729,C0061,2024-02-02,PayPal,Tablet
11730,C0328,2024-01-16,Debit Card,Desktop
11731,C0470,2024-04-23,Debit Card,Tablet
11732,C0482,2024-01-15,Debit Card,Mobile
11733,C0152,2024-03-18,Credit Card,Desktop
11734,C0189,2024-06-05,Net Banking,Tablet
11735,C0315,2024-06-09,PayPal,Tablet
11736,C0114,2024-04-20,Net Banking,Tablet
11737,C0113,2024-01-17,Credit Card,Tablet
11738,C0491,2024-01-27,Net Banking,Desktop
11739,C0069,2024-06-22,Net Banking,Tablet
11740,C0245,2024-01-15,Net Banking,Desktop
11741,C0079,2024-05-23,PayPal,Desktop
11742,C0233,2024-01-14,PayPal,Desktop
11743,C0383,2024-03-16,Debit Card,Mobile
11744,C0311,2024-04-07,Debit Card,Mobile
11745,C0192,2024-04-12,Credit Card,Mobile
11746,C0213,2024-01-25,Credit Card,Mobile
11747,C0360,2024-06-07,PayPal,Desktop
11748,C0282,2024-04-15,Debit Card,Mobile
11749,C0468,2024-02-29,Credit Card,Mobile
11750,C0242,2024-06-02,Net Banking,Desktop
11751,C0388,2024-06-17,PayPal,Tablet
11752,C0276,2024-06-08,Debit Card,Tablet
11753,C0411,2024-01-03,Debit Card,Mobile
11754,C0341,2024-04-26,PayPal,Mobile
11755,C0423,2024-04-08,Net Banking,Desktop
11756,C0112,2024-04-28,PayPal,Mobile
11757,C0391,2024-04-19,Net Banking,Desktop
11758,C0127,2024-06-07,Credit Card,Mobile
11759,C0349,2024-06-07,PayPal,Desktop
11760,C0387,2024-01-26,PayPal,Mobile
11761,C0306,2024-03-27,Debit Card,Desktop
11762,C0448,2024-06-15,Credit Card,Tablet
11763,C0404,2024-06-21,Credit Card,Desktop
11764,C0042,2024-01-07,Credit Card,Mobile
11765,C0270,2024-04-26,Debit Card,Tablet
11766,C0229,2024-05-12,Net Banking,Tablet
11767,C0271,2024-03-25,Credit Card,Tablet
11768,C0361,2024-05-30,Credit Card,Tablet
11769,C0186,2024-02-19,Debit Card,Desktop
11770,C0040,2024-01-28,Credit Card,Mobile
11771,C0470,2024-01-27,Debit Card,Mobile
11772,C0289,2024-01-04,Debit Card,Mobile
11773,C0058,2024-06-01,PayPal,Desktop
11774,C0032,2024-01-18,Credit Card,Mobile
11775,C0425,2024-05-31,Net Banking,Tablet
11776,C0281,2024-02-19,Debit Card,Desktop
11777,C0463,2024-05-26,PayPal,Mobile
11778,C0259,2024-02-02,Net Banking,Mobile
11779,C0104,2024-06-12,Net Banking,Tablet
11780,C0294,2024-05-10,Net Banking,Mobile
11781,C0275,2024-03-06,Debit Card,Tablet
11782,C0077,2024-03-31,Net Banking,Desktop
11783,C0085,2024-04-17,Credit Card,Tablet
11784,C0168,2024-05-03,Debit Card,Desktop
11785,C0438,2024-06-07,PayPal,Desktop
11786,C0267,2024-04-23,Debit Card,Desktop
11787,C0227,2024-02-17,Net Banking,Desktop
11788,C0060,2024-03-03,PayPal,Desktop
11789,C0349,2024-02-05,PayPal,Tablet
11790,C0106,2024-01-12,Debit Card,Desktop
11791,C0368,2024-01-16,Credit Card,Mobile
11792,C0299,2024-02-02,Debit Card,Tablet
11793,C0251,2024-03-20,Credit Card,Desktop
11794,C0047,2024-05-29,Debit Card,Desktop
11795,C0461,2024-04-21,PayPal,Desktop
11796,C0262,2024-05-11,PayPal,Desktop
11797,C0229,2024-06-15,PayPal,Mobile
11798,C0415,2024-04-01,Credit Card,Tablet
11799,C0029,2024-03-20,PayPal,Mobile
11800,C0233,2024-05-29,PayPal,Desktop
11801,C0068,2024-05-18,Debit Card,Desktop
11802,C0263,2024-02-07,PayPal,Desktop
11803,C0213,2024-02-07,Net Banking,Mobile
11804,C0234,2024-04-30,Net Banking,Mobile
11805,C0289,2024-03-20,Credit Card,Desktop
11806,C0030,2024-06-03,Net Banking,Desktop
11807,C0287,2024-03-28,Credit Card,Tablet
11808,C0237,2024-03-15,Net Banking,Tablet
11809,C0345,2024-04-04,PayPal,Mobile
11810,C0414,2024-01-03,Net Banking,Tablet
11811,C0158,2024-05-12,Credit Card,Tablet
11812,C0371,2024-05-30,Net Banking,Tablet
11813,C0012,2024-06-17,Net Banking,Tablet
11814,C0203,2024-06-22,Credit Card,Desktop
11815,C0131,2024-02-07,Net Banking,Mobile
11816,C0419,2024-01-15,PayPal,Desktop
11817,C0002,2024-03-01,PayPal,Mobile
11818,C0382,2024-05-09,Debit Card,Tablet
11819,C0112,2024-05-23,PayPal,Desktop
11820,C0297,2024-01-14,PayPal,Desktop
11821,C0038,2024-04-18,Debit Card,Mobile
11822,C0024,2024-03-29,Debit Card,Mobile
11823,C0217,2024-02-20,PayPal,Tablet
11824,C0177,2024-02-21,PayPal,Desktop
11825,C0359,2024-06-12,Credit Card,Desktop
11826,C0033,2024-02-21,Debit Card,Desktop
11827,C0278,2024-01-18,Credit Card,Tablet
11828,C0031,2024-03-28,Debit Card,Mobile
11829,C0479,2024-02-18,Net Banking,Mobile
11830,C0458,2024-06-19,Credit Card,Desktop
11831,C0036,2024-05-01,PayPal,Desktop
11832,C0479,2024-06-26,Net Banking,Desktop
11833,C0242,2024-06-26,Debit Card,Mobile
11834,C0017,2024-04-29,Credit Card,Desktop
11835,C0147,2024-06-02,PayPal,Mobile
11836,C0210,2024-06-26,Net Banking,Mobile
11837,C0093,2024-03-25,Debit Card,Tablet
11838,C0394,2024-05-28,PayPal,Tablet
11839,C0070,2024-05-24,Net Banking,Desktop
11840,C0393,2024-03-26,Debit Card,Tablet
11841,C0329,2024-06-06,Credit Card,Desktop
11842,C0374,2024-03-17,Net Banking,Mobile
11843,C0331,2024-04-17,Net Banking,Mobile
11844,C0494,2024-03-25,Debit Card,Tablet
11845,C0216,2024-02-11,Net Banking,Mobile
11846,C0192,2024-01-27,Credit Card,Mobile
11847,C0457,2024-04-26,PayPal,Tablet
11848,C0196,2024-01-11,Credit Card,Tablet
11849,C0230,2024-05-06,Net Banking,Tablet
11850,C0446,2024-02-26,Net Banking,Desktop
11851,C0470,2024-01-01,Credit Card,Tablet
11852,C0465,2024-06-12,PayPal,Desktop
11853,C0194,2024-02-27,PayPal,Mobile
11854,C0193,2024-06-26,Debit Card,Desktop
11855,C0042,2024-02-28,Debit Card,Desktop
11856,C0350,2024-04-29,Credit Card,Desktop
11857,C0494,2024-06-08,Debit Card,Desktop
11858,C0339,2024-02-24,PayPal,Mobile
11859,C0448,2024-03-02,Debit Card,Desktop
11860,C0277,2024-05-03,Net Banking,Desktop
11861,C0069,2024-03-25,PayPal,Mobile
11862,C0335,2024-04-06,PayPal,Tablet
11863,C0441,2024-02-22,Debit Card,Mobile
11864,C0179,2024-04-12,Debit Card,Mobile
11865,C0061,2024-02-17,Credit Card,Desktop
11866,C0092,2024-01-02,Credit Card,Tablet
11867,C0276,2024-04-02,PayPal,Mobile
11868,C0202,2024-01-03,Net Banking,Mobile
11869,C0271,2024-01-19,PayPal,Desktop
11870,C0066,2024-04-01,Credit Card,Desktop
11871,C0373,2024-01-08,Credit Card,Mobile
11872,C0115,2024-05-22,Net Banking,Tablet
11873,C0428,2024-01-30,Net Banking,Desktop
11874,C0002,2024-02-06,Net Banking,Mobile
11875,C0388,2024-03-15,Credit Card,Tablet
11876,C0012,2024-04-22,Credit Card,Tablet
11877,C0153,2024-02-19,Credit Card,Mobile
11878,C0238,2024-06-10,Net Banking,Desktop
11879,C0345,2024-05-29,PayPal,Mobile
11880,C0369,2024-04-02,Credit Card,Desktop
11881,C0279,2024-01-12,Credit Card,Tablet
11882,C0218,2024-01-08,PayPal,Mobile
11883,C0273,2024-02-20,Debit Card,Mobile
11884,C0195,2024-02-20,Credit Card,Tablet
11885,C0422,2024-03-13,Credit Card,Desktop
11886,C0118,2024-02-14,Credit Card,Tablet
11887,C0127,2024-02-26,Net Banking,Tablet
11888,C0236,2024-03-08,Credit Card,Desktop
11889,C0178,2024-02-14,Debit Card,Mobile
11890,C0080,2024-03-27,Credit Card,Desktop
11891,C0142,2024-05-21,Debit Card,Desktop
11892,C0097,2024-03-03,Credit Card,Desktop
11893,C0480,2024-02-15,Debit Card,Mobile
11894,C0449,2024-02-20,Credit Card,Desktop
11895,C0372,2024-01-06,Net Banking,Desktop
11896,C0392,2024-02-15,Net Banking,Desktop
11897,C0058,2024-03-08,PayPal,Desktop
11898,C0017,2024-01-26,PayPal,Tablet
11899,C0415,2024-01-06,Net Banking,Tablet
11900,C0339,2024-06-22,Net Banking,Desktop
11901,C0215,2024-02-05,PayPal,Tablet
11902,C0315,2024-04-07,Credit Card,Tablet
11903,C0393,2024-06-16,Debit Card,Desktop
11904,C0480,2024-01-29,PayPal,Mobile
11905,C0453,2024-03-27,Debit Card,Mobile
11906,C0456,2024-02-23,Debit Card,Desktop
11907,C0009,2024-03-19,Credit Card,Tablet
11908,C0124,2024-04-26,Net Banking,Tablet
11909,C0106,2024-03-02,Net Banking,Mobile
11910,C0035,2024-04-04,Net Banking,Mobile
11911,C0052,2024-04-05,Debit Card,Mobile
11912,C0305,2024-06-18,Net Banking,Desktop
11913,C0018,2024-02-13,PayPal,Tablet
11914,C0229,2024-05-14,Credit Card,Mobile
11915,C0307,2024-06-08,Net Banking,Desktop
11916,C0345,2024-04-21,PayPal,Tablet
11917,C0361,2024-01-17,Net Banking,Tablet
11918,C0447,2024-01-31,Net Banking,Tablet
11919,C0025,2024-02-06,PayPal,Mobile
11920,C0126,2024-02-03,PayPal,Desktop
11921,C0380,2024-02-18,Debit Card,Tablet
11922,C0023,2024-02-19,Credit Card,Mobile
11923,C0206,2024-05-16,Credit Card,Tablet
11924,C0225,2024-04-06,Net Banking,Mobile
11925,C0120,2024-06-26,Net Banking,Desktop
11926,C0277,2024-04-05,Net Banking,Tablet
11927,C0112,2024-03-22,Credit Card,Mobile
11928,C0387,2024-06-02,PayPal,Tablet
11929,C0443,2024-04-19,Credit Card,Mobile
11930,C0398,2024-06-11,Debit Card,Tablet
11931,C0029,2024-03-03,Credit Card,Tablet
11932,C0072,2024-01-12,Net Banking,Mobile
11933,C0258,2024-06-06,Debit Card,Tablet
11934,C0149,2024-05-30,Credit Card,Tablet
11935,C0120,2024-02-18,PayPal,Mobile
11936,C0418,2024-05-17,PayPal,Desktop
11937,C0470,2024-03-16,PayPal,Mobile
11938,C0375,2024-02-08,Net Banking,Desktop
11939,C0295,2024-03-24,PayPal,Desktop
11940,C0164,2024-03-04,Credit Card,Tablet
11941,C0296,2024-01-14,PayPal,Mobile
11942,C0307,2024-06-10,Debit Card,Desktop
11943,C0396,2024-03-12,Debit Card,Mobile
11944,C0345,2024-02-02,PayPal,Mobile
11945,C0420,2024-05-10,PayPal,Desktop
11946,C0165,2024-05-29,Debit Card,Mobile
11947,C0122,2024-05-05,Net Banking,Desktop
11948,C0155,2024-02-23,Credit Card,Tablet
11949,C0449,2024-01-21,Net Banking,Tablet
11950,C0074,2024-04-30,Credit Card,Mobile
11951,C0339,2024-06-18,Net Banking,Tablet
11952,C0267,2024-06-06,Credit Card,Mobile
11953,C0114,2024-01-17,PayPal,Mobile
11954,C0212,2024-02-12,PayPal,Tablet
11955,C0154,2024-05-10,Credit Card,Desktop
11956,C0141,2024-04-09,Credit Card,Mobile
11957,C0032,2024-06-14,PayPal,Mobile
11958,C0286,2024-05-10,Credit Card,Tablet
11959,C0486,2024-04-05,Net Banking,Mobile
11960,C0303,2024-05-07,Credit Card,Desktop
11961,C0451,2024-05-12,PayPal,Desktop
11962,C0377,2024-04-28,Net Banking,Mobile
11963,C0467,2024-02-15,PayPal,Tablet
11964,C0090,2024-03-23,Debit Card,Mobile
11965,C0321,2024-04-05,PayPal,Mobile
11966,C0348,2024-05-14,Net Banking,Mobile
11967,C0219,2024-06-26,Net Banking,Tablet
11968,C0285,2024-05-03,Debit Card,Mobile
11969,C0254,2024-05-06,Net Banking,Desktop
11970,C0025,2024-05-01,Credit Card,Tablet
11971,C0498,2024-03-09,PayPal,Tablet
11972,C0177,2024-05-28,PayPal,Desktop
11973,C0483,2024-04-12,Net Banking,Tablet
11974,C0330,2024-06-12,Credit Card,Mobile
11975,C0344,2024-05-29,Debit Card,Desktop
11976,C0196,2024-06-15,Debit Card,Desktop
11977,C0403,2024-01-10,Debit Card,Tablet
11978,C0269,2024-02-23,Credit Card,Desktop
11979,C0164,2024-02-26,PayPal,Tablet
11980,C0357,2024-02-21,Debit Card,Tablet
11981,C0214,2024-04-25,Credit Card,Tablet
11982,C0210,2024-03-01,PayPal,Tablet
11983,C0077,2024-04-11,Net Banking,Tablet
11984,C0154,2024-02-25,Debit Card,Tablet
11985,C0193,2024-03-19,Credit Card,Desktop
11986,C0095,2024-04-18,Credit Card,Tablet
11987,C0387,2024-04-06,Net Banking,Desktop
11988,C0276,2024-05-26,Debit Card,Desktop
11989,C0243,2024-02-10,Debit Card,Tablet
11990,C0124,2024-04-05,Credit Card,Tablet
11991,C0435,2024-03-06,PayPal,Desktop
11992,C0116,2024-05-20,Net Banking,Tablet
11993,C0154,2024-01-22,PayPal,Tablet
11994,C0440,2024-02-04,Debit Card,Mobile
11995,C0363,2024-01-22,Credit Card,Desktop
11996,C0074,2024-03-16,Net Banking,Mobile
11997,C0413,2024-04-23,Net Banking,Mobile
11998,C0238,2024-05-12,Credit Card,Mobile
11999,C0469,2024-03-31,PayPal,Desktop
12000,C0030,2024-02-28,Net Banking,Mobile
12001,C0288,2024-05-29,Net Banking,Mobile
12002,C0212,2024-01-11,PayPal,Desktop
12003,C0496,2024-04-29,PayPal,Tablet
12004,C0214,2024-05-11,Credit Card,Desktop
12005,C0286,2024-06-08,Credit Card,Desktop
12006,C0272,2024-03-27,PayPal,Desktop
12007,C0069,2024-04-19,Credit Card,Desktop
12008,C0199,2024-04-25,Net Banking,Tablet
12009,C0125,2024-04-29,PayPal,Tablet
12010,C0131,2024-04-20,Credit Card,Mobile
12011,C0105,2024-04-14,PayPal,Tablet
12012,C0170,2024-04-04,Debit Card,Tablet
12013,C0332,2024-05-07,Net Banking,Tablet
12014,C0041,2024-03-22,PayPal,Tablet
12015,C0473,2024-03-10,Debit Card,Mobile
12016,C0231,2024-04-07,Net Banking,Mobile
12017,C0434,2024-01-07,Net Banking,Desktop
12018,C0190,2024-02-15,PayPal,Mobile
12019,C0048,2024-04-23,Net Banking,Desktop
12020,C0275,2024-02-29,PayPal,Mobile
12021,C0371,2024-03-08,PayPal,Tablet
12022,C0425,2024-06-14,Credit Card,Tablet
12023,C0098,2024-01-20,PayPal,Tablet
12024,C0027,2024-04-01,Debit Card,Desktop
12025,C0138,2024-01-22,Net Banking,Desktop
12026,C0194,2024-03-16,Credit Card,Mobile
12027,C0345,2024-05-08,Debit Card,Mobile
12028,C0310,2024-05-11,PayPal,Desktop
12029,C0309,2024-05-19,Net Banking,Mobile
12030,C0021,2024-06-13,Credit Card,Mobile
12031,C0448,2024-01-21,Net Banking,Mobile
12032,C0038,2024-03-11,Net Banking,Tablet
12033,C0097,2024-02-28,Net Banking,Desktop
12034,C0412,2024-01-26,Credit Card,Desktop
12035,C0390,2024-01-31,Net Banking,Desktop
12036,C0301,2024-01-19,Net Banking,Desktop
12037,C0371,2024-04-02,Credit Card,Mobile
12038,C0344,2024-01-10,Net Banking,Tablet
12039,C0287,2024-05-19,Net Banking,Desktop
12040,C0112,2024-02-21,PayPal,Mobile
12041,C0246,2024-03-26,Net Banking,Desktop
12042,C0107,2024-02-20,PayPal,Tablet
12043,C0446,2024-06-21,Credit Card,Desktop
12044,C0465,2024-03-25,Debit Card,Tablet
12045,C0171,2024-03-05,Credit Card,Desktop
12046,C0156,2024-03-18,Net Banking,Mobile
12047,C0490,2024-06-23,PayPal,Desktop
12048,C0466,2024-03-11,Credit Card,Tablet
12049,C0008,2024-02-18,PayPal,Tablet
12050,C0109,2024-06-29,PayPal,Mobile
12051,C0480,2024-06-03,PayPal,Mobile
12052,C0098,2024-02-05,Debit Card,Tablet
12053,C0493,2024-05-19,Debit Card,Mobile
12054,C0380,2024-03-07,PayPal,Tablet
12055,C0061,2024-01-03,Credit Card,Tablet
12056,C0383,2024-03-17,Net Banking,Tablet
12057,C0387,2024-03-13,Debit Card,Tablet
12058,C0246,2024-03-29,Credit Card,Tablet
12059,C0469,2024-04-13,Debit Card,Tablet
12060,C0125,2024-04-13,Net Banking,Tablet
12061,C0357,2024-05-28,Credit Card,Mobile
12062,C0310,2024-06-16,Debit Card,Desktop
12063,C0361,2024-01-04,Net Banking,Tablet
12064,C0105,2024-04-30,PayPal,Mobile
12065,C0204,2024-06-16,Credit Card,Tablet
12066,C0469,2024-05-11,PayPal,Mobile
12067,C0123,2024-02-08,Credit Card,Mobile
12068,C0283,2024-04-11,PayPal,Mobile
12069,C0165,2024-02-28,Debit Card,Tablet
12070,C0398,2024-02-28,Net Banking,Mobile
12071,C0145,2024-02-23,Net Banking,Desktop
12072,C0195,2024-05-01,Credit Card,Mobile
